name,primary_muscle,equipment,experience_level,overview,instructions,tips,video_front,video_side,source_url
Dumbbell Goblet Curtsy Lunge,"Glutes, Quads",Dumbbells,Advanced,"Stand with your feet hip-width apart and a dumbbell in a goblet position. | Step your left foot behind and to the right of your right foot, crossing it behind your right leg. | Bend your knees and lower your hips down and back, as if you were about to sit in a chair. | Push through your right heel to straighten your right leg and return to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-curtsy-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-curtsy-lunge-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-curtsy-lunge
Dumbbell Goblet Forward Lunge,"Glutes, Quads",Dumbbells,Beginner,Hold a dumbbell in a goblet position. | Step forward with one of your legs while bending at your back leg. Bring your back knee to the floor or close to the floor. | Push through your front leg explosively to get back to your starting position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-forward-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-forward-lunge-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-forward-lunge
Dumbbell Goblet Lateral Lunge,"Glutes, Quads",Dumbbells,Advanced,"Engage your core by drawing your belly button towards your spine. This will help to stabilize your body. Hold a dumbbell in a goblet position. | Take a large step to the side with your right foot, planting it firmly on the ground. | As you step, bend your right knee and lower your hips until your right thigh is parallel to the ground. Your left leg should remain straight. | Push through your right heel to return to the starting position. Repeat on the opposite side by stepping out with your left foot.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-lateral-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-lateral-lunge-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-lateral-lunge
Dumbbell Goblet Reverse Lunge,"Glutes, Quads",Dumbbells,Novice,"Hold a dumbbell in a goblet position. | Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle. | Push through your right heel to return to standing, bringing your left leg back to starting position. | Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-reverse-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-reverse-lunge-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-reverse-lunge
Dumbbell Goblet Split Squat,"Glutes, Quads",Dumbbells,Beginner,"Hold a dumbbell in a goblet position. | Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | Push through the heel of your front foot to raise your body back to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-split-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-split-squat-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-split-squat
Dumbbell Guillotine Bench Press,"Triceps, Chest",Dumbbells,Advanced,"Lie on the flat bench, grasp a pair of dumbbells and hold them at shoulder level with your palms facing forward. | Slowly lower the dumbbells to your chest, keeping your elbows flared out. As you lower the dumbbells, exhale deeply. | Once your elbows reach your chest, pause for a moment and then press them back up to the starting position",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-guillotine-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-guillotine-bench-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/triceps/dumbbell-guillotine-bench-press
Dumbbell Guillotine Incline Bench Press,"Triceps, Chest",Dumbbells,Advanced,"Lie on the incline bench, grasp a pair of dumbbells and hold them at shoulder level with your palms facing forward. | Slowly lower the dumbbells to your chest, keeping your elbows flared out. As you lower the dumbbells, exhale deeply. | Once your elbows reach your chest, pause for a moment and then press them back up to the starting position",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-guillotine-incline-bench-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-guillotine-incline-bench-press-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/triceps/dumbbell-guillotine-incline-bench-press
Dumbbell Incline Bench Press,"Chest, Front Shoulders",Dumbbells,Beginner,Lay flat on the incline bench with your feet on the ground. Raise the dumbbells until you have straight arms. | Lower the dumbbells to your mid chest | Raise the dumbbells until you've locked your elbows.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-bench-press-front_q2q0T12.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-bench-press-side_2HBfFN3.mp4#t=0.1,https://musclewiki.com/dumbbells/male/anterior-deltoid/dumbbell-incline-bench-press
Dumbbell Incline Chest Fly,Chest,Dumbbells,Beginner,Lay on an incline bench with two dumbbells extended in front of you. | You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement. | Bring the dumbbells out to your side. Stop the dumbbells before going behind your body. | Bring the dumbbells back together at the top.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-chest-fly-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-chest-fly-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/chest/dumbbell-incline-chest-fly
Dumbbell Incline Hammer Curl,Biceps,Dumbbells,Novice,Hold the dumbbells with a neutral grip (thumbs facing the ceiling). Seated on an incline bench. | Slowly lift the dumbbell up to chest height | Return to starting position and repeat.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-hammer-curl-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-hammer-curl-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-incline-hammer-curl
Dumbbell Incline Reverse Curl,"Biceps, Forearms",Dumbbells,Novice,Lay on an incline bench. | Grab the dumbbells with a pronated (overhand) grip. You can do this exercise thumbless if it's more comfortable on your wrists. | Flex at the elbows until your biceps touch your forearms. Try not to let your elbows flair outward.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-reverse-curl-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-reverse-curl-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-incline-reverse-curl
Dumbbell Incline Zottman Curl,"Biceps, Forearms",Dumbbells,Intermediate,"Lay on an incline bench with your palms facing forward. | Flex at the elbows until your forearms touch your biceps. | When you hit the top of the movement, rotate your palms and then lower the dumbbells slowly.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-zottman-curl-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-incline-zottman-curl-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-incline-zottman-curl
Dumbbell Internally Rotated Chest Fly,Chest,Dumbbells,Intermediate,Lay on a bench with two dumbbells extended in front of you in an overhand grip. | You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement. | Bring the dumbbells out to your side. Stop the dumbbells before going behind your body. | Bring the dumbbells back together at the top.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-internally-rotated-chest-fly-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-internally-rotated-chest-fly-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/chest/dumbbell-internally-rotated-chest-fly
Dumbbell Internally Rotated Incline Chest Fly,Chest,Dumbbells,Intermediate,Lay on an incline bench with two dumbbells extended in front of you. | You should have a slight bend in your elbows and maintain that bend. Your shoulder joint should do all the movement. You should have an overhand grip. | Bring the dumbbells out to your side. Stop the dumbbells before going behind your body. | Bring the dumbbells back together at the top.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-internally-rotated-incline-chest-fly-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-internally-rotated-incline-chest-fly-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/chest/dumbbell-internally-rotated-incline-chest-fly
Dumbbell Lateral Lunge Reach,"Glutes, Quads",Dumbbells,Intermediate,"Engage your core by drawing your belly button towards your spine. This will help to stabilize your body. Hold a dumbbell in a goblet position. | Take a large step to the side with your right foot and reach toward the floor with your single dumbbell. | As you step, bend your right knee and lower your hips until your right thigh is parallel to the ground. Your left leg should remain straight. | Push through your right heel to return to the starting position. Repeat on the opposite side by stepping out with your left foot.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-lateral-lunge-reach-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-lateral-lunge-reach-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-lateral-lunge-reach
Dumbbell Laying 30 Degree Shrug,Traps,Dumbbells,Intermediate,Lay sideways on a bench letting your arm hang freely. | Pull your shoulder blade and joint toward the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-30-degree-shrug-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-30-degree-shrug-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/traps/dumbbell-laying-30-degree-shrug
Dumbbell Laying Reverse Fly,"Shoulders, Rear Shoulders",Dumbbells,Novice,"With dumbbells in either hand, lay on an incline bench that's at about 15-30 degrees. | With bent elbows, raise your arms up to shoulder level, pausing at the at the end of the motion. | Slowly lower your arms back to starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-reverse-fly-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-reverse-fly-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-laying-reverse-fly
Dumbbell Laying Reverse Fly Internally Rotated,"Shoulders, Rear Shoulders",Dumbbells,Intermediate,"With dumbbells in either hand and an overhand grip, lay on an incline bench that is roughly 15 - 30 degrees high. | With bent elbows, raise your arms up to shoulder level, pausing at the at the end of the motion. | Slowly lower your arms back to starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-reverse-fly-internally-rotated-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-reverse-fly-internally-rotated-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-laying-reverse-fly-internally-rotated
Dumbbell Laying Silverback Shrug,"Traps (mid-back), Traps",Dumbbells,Intermediate,Lay on an incline bench with your arms hanging freely. | Pull your shoulder blades back toward the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-silverback-shrug-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-laying-silverback-shrug-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-laying-silverback-shrug
Dumbbell Neutral Bench Press,"Shoulders, Triceps, Chest, Front Shoulders",Dumbbells,Novice,"Lie on a flat bench, grasp a pair of dumbbells and hold them at shoulder level with your palms facing each other. Keep your elbows bent and close to your body. | Slowly lower the dumbbells to your chest, keeping your elbows bent and close to your body. | Once the dumbbells reach your chest, pause for a moment and then press them back up to the starting position. | This variation is much easier on the shoulder joints.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-bench-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-neutral-bench-press
Dumbbell Neutral Incline Bench Press,"Shoulders, Triceps, Chest, Front Shoulders",Dumbbells,Novice,"Lie on an incline bench, grasp a pair of dumbbells and hold them at shoulder level with your palms facing each other. Keep your elbows bent and close to your body. | Slowly lower the dumbbells to your chest, keeping your elbows bent and close to your body. | Once the dumbbells reach your chest, pause for a moment and then press them back up to the starting position. | This variation is much easier on the shoulder joints.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-incline-bench-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-incline-bench-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-neutral-incline-bench-press
Dumbbell Neutral Seated Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Novice,"Sit on an upright bench , grasp a pair of dumbbells and hold them at shoulder level with your palms facing each other. Keep your elbows bent and close to your body. | Slowly lower the dumbbells to your shoulder joint, keeping your elbows bent and close to your body. | Once the dumbbells reach your chest, pause for a moment and then press them back up to the starting position. | This variation is much easier on the shoulder joints.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-seated-overhead-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-seated-overhead-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-neutral-seated-overhead-press
Dumbbell Pullover,Lats,Dumbbells,Intermediate,Grab a dumbbell and hold with both hands. Point your dumbbell at the ceiling. | Flex at the shoulder joint while keeping your elbows mostly extended. | Flex until you feel a stretch in your lats then bring the dumbbell back to the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-pullover-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-pullover-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/lats/dumbbell-pullover
Dumbbell Reverse Lunge,"Glutes, Quads",Dumbbells,Novice,"Hold two dumbbells by your side. | Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle. | Push through your right heel to return to standing, bringing your left leg back to starting position. | Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-reverse-lunge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-reverse-lunge-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-reverse-lunge
Dumbbell Rolling Tricep Extension,Triceps,Dumbbells,Advanced,"Lay flat on a bench with two dumbbells pointed toward the ceiling. | Break at the elbows until your forearms touch your biceps, then flex at the shoulder joint bringing your upper arms to the sides of your head. | Bring your elbows back up until they are pointed at the ceiling, then extend your elbows.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-rolling-tricep-extension-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-rolling-tricep-extension-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/triceps/dumbbell-rolling-tricep-extension
Dumbbell Seated Arnold Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Intermediate,"Begin seated on an upright bench with your palms facing you. | Begin pressing toward the ceiling. As you press, rotate your palms. | As you extend your elbows fully your palms should be facing forward.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-seated-arnold-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-seated-arnold-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-seated-arnold-press
Dumbbell Squeeze Press,"Triceps, Chest",Dumbbells,Novice,"Lay flat on a bench with two dumbbells pressed to one another. | Break at the elbows and keep your elbows tucked as you bring the dumbbells to your chest. | Continue to press the dumbbells into one another throughout the rep. | Once the dumbbells reach your chest, press back toward the ceiling.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-squeeze-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-squeeze-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/triceps/dumbbell-squeeze-press
Dumbbell Single Arm Press,"Triceps, Chest",Dumbbells,Intermediate,"Start by laying on a bench with two dumbbells. | Position the dumbbell above your chest with your elbow bent and shoulder level. | Slowly lower the dumbbell towards your chest, keeping your elbow close to your body and your core engaged while the other dumbbell remains pointed toward the ceiling. | Once the dumbbell reaches your side, pause for a moment and then press the weight back up to the starting position. | Repeat for the desired number of repetitions before switching to your other arm.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-arm-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-arm-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/triceps/dumbbell-single-arm-press
Dumbbell Split Squat,"Glutes, Quads",Dumbbells,Novice,"Hold a dumbbell in a goblet position. | Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | Push through the heel of your front foot to raise your body back to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-split-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-split-squat-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-split-squat
Dumbbell Alternating Arnold Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Advanced,Start in a standing position,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-arnold-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-arnold-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-alternating-arnold-press
Dumbbell Alternating Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Intermediate,Start with two dumbbells just above your shoulders. | Press one dumbbell to the ceiling while keeping the other in place. | Let the first dumbbell return to its starting position before pressing the other dumbbell.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-overhead-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-overhead-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-alternating-overhead-press
Dumbbell Alternating Pendlay Row,"Biceps, Lower back, Lats",Dumbbells,Advanced,The dumbbells should be set on the ground. Hinge forward while keeping a flat back. | Pull one elbow back toward the ceiling and then return the dumbbell to the ground softly. | Then pull with the other arm.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-pendlay-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-alternating-pendlay-row-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-alternating-pendlay-row
Dumbbell Arnold Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Intermediate,"Stand with both palms facing you. | Begin to press the dumbbells to the ceiling while rotating your palms. | When you reach elbow extension, your palms should be facing forward.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-arnold-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-arnold-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-arnold-press
Dumbbell Figure Four Glute Bridge,Glutes,Dumbbells,Intermediate,Lay flat on the ground with one leg crossed over the other and your heel planted on the ground. | Push your hips toward the ceiling and hold for a second.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-glute-bridge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-glute-bridge-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-figure-four-glute-bridge
Dumbbell Figure Four Hip Thrust,Glutes,Dumbbells,Intermediate,Put your shoulder blades on a bench and cross one leg over the other. | Start with your hips up. | Drop your hips and then push your hips up toward the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-hip-thrust-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-figure-four-hip-thrust-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-figure-four-hip-thrust
Dumbbell Front Rack Pause Squat,"Lower back, Glutes, Quads",Dumbbells,Intermediate,Place two dumbbells on your shoulders and make sure you force your elbows upward. | Push your hips back and break at the knees. | When you reach parallel (hamstrings parallel with the ground) pause for 1-3 seconds. Then push through your heels back to the starting position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-rack-pause-squat-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-rack-pause-squat-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-front-rack-pause-squat
Dumbbell Front Rack Squat,"Glutes, Quads",Dumbbells,Intermediate,Place two dumbbells on your shoulders and push your elbows upward. | Push your hips back and break at the knees. | Hit parallel depth and then drive through your heels back to the starting position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-rack-squat-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-rack-squat-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-front-rack-squat
Dumbbell Goblet Pulse Squat,"Glutes, Quads",Dumbbells,Beginner,Hold a dumbbell in goblet position. | Squat down to parallel depth and then halfway back up. | Stay in this short range of motion for the duration of the set.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-pulse-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-pulse-squat-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-goblet-pulse-squat
Dumbbell Half Kneeling Wood Chopper,"Abdominals, Obliques",Dumbbells,Intermediate,"Take a half kneeling position. Start with the dumbbell by your knee on the side of the kneeling leg. | Rotate at the upper spine, holding the dumbbell away from your body with nearly extended elbows.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-half-kneeling-wood-chopper-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-half-kneeling-wood-chopper-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/abdominals/dumbbell-half-kneeling-wood-chopper
Dumbbell Heels Up Goblet Squat,"Glutes, Quads",Dumbbells,Novice,Take a half kneeling stance. The dumbbell should start over your knee that is up. | Rotate at the spine and point the dumbbell to the opposing side.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-heels-up-goblet-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-heels-up-goblet-squat-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-heels-up-goblet-squat
Dumbbell Heels Up Narrow Goblet Squat,"Glutes, Quads",Dumbbells,Advanced,"Stand with your feet on a plate. Your feet should be very close to one another, but not touching. | Begin your squat by pushing your hips back and breaking at the knees. Try to keep your chest tall while squatting.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-heels-up-narrow-goblet-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-heels-up-narrow-goblet-squat-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-heels-up-narrow-goblet-squat
Dumbbell Hollow Hold,Abdominals,Dumbbells,Advanced,Lay flat on the ground with a dumbbell overhead. | Pull your upper back and legs off the ground. Make a banana shape with your body. | The dumbbell should be held in your hands and your ears should be between your biceps.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-hollow-hold-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-hollow-hold-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/abdominals/dumbbell-hollow-hold
Dumbbell Kneeling Single Arm Row,"Biceps, Lats",Dumbbells,Novice,Place one hand and one knee on a bench. Make sure you keep a flat back. | Pull the dumbbell toward the ceiling. | Make sure to avoid any jerking or rotating.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-kneeling-single-arm-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-kneeling-single-arm-row-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-kneeling-single-arm-row
Dumbbell Kneeling Wood Chopper,Obliques,Dumbbells,Beginner,"Start in a kneeling position with your shoulder blades pulled back. | The dumbbell should begin by one of your hips. | Rotate at the spine and bring the dumbbell from your hip, 180 degrees around your body. The dumbbell should land at eye level.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-kneeling-wood-chopper-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-kneeling-wood-chopper-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/obliques/dumbbell-kneeling-wood-chopper
Dumbbell Laying Incline Row,"Biceps, Lats",Dumbbells,Novice,Lay on an incline bench that is between 30-45 degrees high. | Let your arms hang freely. Pull your elbows straight back toward the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-laying-incline-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-laying-incline-row-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-laying-incline-row
Dumbbell Leg Curl,Hamstrings,Dumbbells,Beginner,Lay flat on a bench with a dumbbell between your feet. | Flex your knees and raise the dumbbell until the soles of your shoes are pointed at the ceiling.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-leg-curl-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-leg-curl-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/hamstrings/dumbbell-leg-curl
Dumbbell Leg Extension,Quads,Dumbbells,Beginner,Place a dumbbell between your feet. Lean back slightly and hold on to the bench. | Extend your knees until you feel your quads contract hard.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-leg-extension-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-leg-extension-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/quads/dumbbell-leg-extension
Dumbbell Neutral Alternating Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Intermediate,Start with two dumbbells near your shoulders with a neutral grip. | Press one of the dumbbells toward the ceiling while keeping the other in position. | Let the first dumbbell return to its starting position before pressing the other.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-alternating-overhead-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-neutral-alternating-overhead-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-neutral-alternating-overhead-press
Dumbbell Neutral Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Novice,Start with both dumbbells near your shoulders in a neutral grip. | Press the dumbbells toward the ceiling. | Make sure you don't arch your back as you fatigue.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-neutral-overhead-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-neutral-overhead-press-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-neutral-overhead-press
